"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","salary","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"1","Christian McCaffrey","CAR","rb","13","LV","21.6","10000","0","0","0","0","0","0","17.3981","74.9233","0.5909","5.9952","4.8935","39.023","0.1707","0.1965","0.0982","0.0263","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2","Michael Thomas","NO","wr","6","TB","23","9000","0","0","0","0","0","0","0.1212","0.7419","0.005","10.4103","8.23","98.4926","0.5686","0.0651","0.0325","0.0052","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","Alvin Kamara","NO","rb","6","TB","18.4","7200","0","0","0","0","0","0","10.9037","48.5002","0.4431","6.1026","5.0625","41.9003","0.209","0.1133","0.0566","0.0302","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4","Julio Jones","ATL","wr","10","SEA","20.5","7700","0","0","0","0","0","0","0.1149","0.5968","0.0047","9.7502","6.4921","97.0112","0.4732","0.0888","0.0444","0.0054","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5","Saquon Barkley","NYG","rb","11","PIT","18","0","0","0","0","0","0","0","16.3837","72.6034","0.452","4.6486","3.7707","29.2564","0.1028","0.0377","0.0189","0.0152","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6","Derrick Henry","TEN","rb","7","@DEN","17.3","0","0","0","0","0","0","0","19.6693","84.9052","0.7543","2.2747","1.8406","12.523","0.0461","0.1824","0.0912","0.0012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7","Ezekiel Elliott","DAL","rb","10","@LA","17.2","0","0","0","0","0","0","0","16.8501","70.6618","0.5027","4.165","3.3606","24.4897","0.1199","0.2189","0.1094","0.0006","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8","Dalvin Cook","MIN","rb","7","GB","16.7","7900","0","0","0","0","0","0","14.9051","61.4629","0.4847","4.5583","3.8161","28.2533","0.1153","0.2243","0.1122","0.0027","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9","George Kittle","SF","te","11","ARZ","16.8","7200","0","0","0","0","0","0","0","0","0","7.8897","5.8328","70.7909","0.552","0.0479","0.0239","0.0204","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10","Chris Godwin","TB","wr","13","@NO","17.8","7100","0","0","0","0","0","0","0.2115","1.4249","0.0073","8.5845","5.803","81.7617","0.4524","0.1057","0.0529","0.0411","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11","Kenyan Drake","ARZ","rb","8","@SF","15.5","6400","0","0","0","0","0","0","13.987","61.4961","0.4779","3.973","3.249","22.6411","0.0896","0.1839","0.0919","0.0142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12","Miles Sanders","PHI","rb","9","@WAS","15.4","6300","0","0","0","0","0","0","15.7876","67.6864","0.4132","3.4075","2.6869","23.6098","0.0975","0.1976","0.0988","0.0267","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13","Davante Adams","GB","wr","5","@MIN","17.4","7300","0","0","0","0","0","0","0","0","0","9.2601","6.1455","76.9136","0.468","0.0648","0.0324","0.0219","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14","Travis Kelce","KC","te","10","HST","15.7","0","0","0","0","0","0","0","0","0","0","7.4212","5.2078","66.066","0.5676","0.0763","0.0382","0.0061","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15","James Conner","PIT","rb","8","@NYG","15.1","0","0","0","0","0","0","0","14.7461","61.1669","0.5055","3.5801","2.9509","21.6036","0.0758","0.1887","0.0943","0.0199","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"16","Mike Evans","TB","wr","13","@NO","17.2","6900","0","0","0","0","0","0","0","0","0","8.5845","4.9812","84.5134","0.4677","0.0436","0.0218","0.008","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"17","Josh Jacobs","LV","rb","6","@CAR","14.9","6800","0","0","0","0","0","0","16.634","71.1138","0.5684","2.4978","2.0107","14.9557","0.0496","0.1335","0.0667","0.0093","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"18","Clyde Edwards-Helaire","KC","rb","10","HST","14.9","0","0","0","0","0","0","0","12.0641","51.6144","0.4569","4.0479","3.2189","27.2472","0.1334","0.1364","0.0682","0.0117","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19","Joe Mixon","CIN","rb","9","LAC","14.4","6700","0","0","0","0","0","0","16.0695","69.8235","0.538","2.3498","1.9137","13.4306","0.0582","0.059","0.0295","0.0029","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20","Todd Gurley II","ATL","rb","10","SEA","14.3","6100","0","0","0","0","0","0","13.0498","53.8987","0.5238","3.2501","2.6264","21.245","0.1172","0.1297","0.0649","0.038","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21","Chris Carson","SEA","rb","6","@ATL","14.1","6200","0","0","0","0","0","0","15.4946","66.651","0.4806","2.587","2.1377","14.9984","0.0759","0.2774","0.1387","0.0244","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22","Nick Chubb","CLV","rb","9","@BLT","14.1","6500","0","0","0","0","0","0","15.9759","71.5711","0.4424","2.5728","2.0639","14.3316","0.0294","0.0951","0.0475","0.0019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23","Lamar Jackson","BLT","qb","8","CLV","24","8100","19.0078","30.8859","217.4382","1.4667","0.6099","2.5244","10.4841","63.5974","0.5037","0","0","0","0","0.7845","0.3922","0.0308","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24","Calvin Ridley","ATL","wr","10","SEA","16","6100","0","0","0","0","0","0","0.1378","0.9244","0.0054","7.9446","5.3736","73.356","0.4168","0.0722","0.0361","0.0073","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"25","Courtland Sutton","DEN","wr","8","TEN","15.9","0","0","0","0","0","0","0","0","0","0","8.3753","4.8882","77.024","0.4217","0.0665","0.0332","0.007","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26","Austin Ekeler","LAC","rb","10","@CIN","13.7","7000","0","0","0","0","0","0","10.0312","43.5791","0.2928","4.4078","3.552","29.5122","0.1544","0.1105","0.0552","0.0049","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27","Cooper Kupp","LA","wr","9","DAL","15.8","0","0","0","0","0","0","0","0.2215","1.4346","0.0091","7.6644","5.6672","70.0747","0.396","0.087","0.0435","0.0096","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28","Aaron Jones","GB","rb","5","@MIN","13.5","6900","0","0","0","0","0","0","10.8302","44.7558","0.422","3.8755","3.1149","24.9599","0.1256","0.0984","0.0492","0.003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"29","Tyreek Hill","KC","wr","10","HST","15.5","0","0","0","0","0","0","0","0.6142","3.3739","0.0328","7.1513","4.5497","67.526","0.5065","0.0517","0.0258","0.0057","15.1049","0.0198","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30","Zach Ertz","PHI","te","9","@WAS","13.7","5800","0","0","0","0","0","0","0","0","0","7.1557","5.051","54.1008","0.4907","0.0354","0.0177","0.0148","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31","Adam Thielen","MIN","wr","7","GB","15.3","6700","0","0","0","0","0","0","0.2164","1.2931","0.0102","7.4887","5.2694","69.0262","0.3963","0.0642","0.0321","0.0189","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"32","D.J. Moore","CAR","wr","13","LV","15.3","6600","0","0","0","0","0","0","0.4702","3.811","0.0205","7.6991","5.1003","69.609","0.3672","0.0909","0.0454","0.0082","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"33","Robert Woods","LA","wr","9","DAL","15.2","0","0","0","0","0","0","0","0.9598","5.2672","0.0404","7.6644","5.4693","65.8629","0.3051","0.0282","0.0141","0.0064","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"34","Terry McLaurin","WAS","wr","8","PHI","15.2","5600","0","0","0","0","0","0","0","0","0","7.1908","4.3842","72.5775","0.4836","0.0381","0.019","0.0108","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"35","Kenny Golladay","DET","wr","5","CHI","15.1","6200","0","0","0","0","0","0","0","0","0","7.4683","4.4407","73.7958","0.4301","0.0412","0.0206","0.008","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"36","Mark Andrews","BLT","te","8","CLV","13.4","6000","0","0","0","0","0","0","0","0","0","6.821","4.2963","58.8421","0.4826","0.0567","0.0283","0.0081","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"37","Patrick Mahomes","KC","qb","10","HST","23","0","22.1342","35.5498","273.5049","2.0434","0.6523","2.0099","3.6515","18.6051","0.2725","0","0","0","0","0.5844","0.2922","0.0595","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"38","DeAndre Hopkins","ARZ","wr","8","@SF","15","6800","0","0","0","0","0","0","0.1721","0.9201","0.0059","7.9459","5.4374","66.6772","0.3809","0.0809","0.0405","0.0213","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"39","Allen Robinson II","CHI","wr","11","@DET","15","6500","0","0","0","0","0","0","0.1404","0.8036","0.0054","8.3245","5.0965","67.0042","0.4237","0.0429","0.0215","0.0085","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40","Raheem Mostert","SF","rb","11","ARZ","12.8","5800","0","0","0","0","0","0","12.5259","61.2146","0.6011","1.5779","1.2842","10.2189","0.0642","0.1223","0.0612","0.0056","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41","A.J. Brown","TEN","wr","7","@DEN","14.8","0","0","0","0","0","0","0","0.2676","2.2559","0.0101","6.9377","4.1422","69.361","0.4825","0.05","0.025","0.0131","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"42","Le'Veon Bell","NYJ","rb","11","@BUF","12.6","5600","0","0","0","0","0","0","15.1121","56.456","0.3671","3.1833","2.5037","17.4674","0.0263","0.0946","0.0473","0.0132","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"43","Melvin Gordon III","DEN","rb","8","TEN","12.6","0","0","0","0","0","0","0","10.4694","43.0684","0.4102","3.5434","2.9033","21.6859","0.0942","0.1315","0.0658","0.0265","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"44","Julian Edelman","NE","wr","6","MIA","14.2","6000","0","0","0","0","0","0","0.4023","1.8816","0.018","7.5448","5.1863","60.6168","0.3702","0.0696","0.0348","0.0161","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"45","Darren Waller","LV","te","6","@CAR","12.4","5900","0","0","0","0","0","0","0","0","0","5.9948","4.226","49.7191","0.4934","0.0467","0.0233","0.013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"46","Antonio Gibson","WAS","rb","8","PHI","11.9","4000","0","0","0","0","0","0","11.1444","46.4936","0.3709","2.9962","2.4045","19.6199","0.0845","0.1204","0.0602","0.0116","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"47","Amari Cooper","DAL","wr","10","@LA","13.8","0","0","0","0","0","0","0","0.0949","0.5824","0.0033","7.2637","4.6977","65.1017","0.3387","0.0678","0.0339","0.0167","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"48","James White","NE","rb","6","MIA","11.6","6000","0","0","0","0","0","0","5.3638","21.838","0.1875","4.8221","3.8536","33.1674","0.1673","0.0331","0.0165","0.0104","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"49","Kerryon Johnson","DET","rb","5","CHI","11.6","4400","0","0","0","0","0","0","11.8273","49.2761","0.3369","2.7882","2.2789","17.1287","0.0809","0.1209","0.0605","0.0076","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50","Marvin Jones Jr.","DET","wr","5","CHI","13.7","5500","0","0","0","0","0","0","0.1237","0.6284","0.0058","6.9705","4.4067","61.9967","0.43","0.033","0.0165","0.0102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"51","Devin Singletary","BUF","rb","11","NYJ","11.5","5400","0","0","0","0","0","0","11.7343","56.6208","0.3187","2.4153","1.8892","15.1308","0.043","0.1998","0.0999","0.0046","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"52","JuJu Smith-Schuster","PIT","wr","8","@NYG","13.5","0","0","0","0","0","0","0","0","0","0","7.6716","5.1144","60.9655","0.3224","0.0607","0.0304","0.0148","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"53","Tom Brady","TB","qb","13","@NO","21.4","6500","24.8728","39.5152","311.759","1.8996","0.5671","1.9726","1.1633","-0.014","0.0453","0","0","0","0","0.3115","0.1557","0.0788","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"54","Odell Beckham Jr.","CLV","wr","9","@BLT","13.4","5900","0","0","0","0","0","0","0.0705","0.3781","0.0023","7.7184","4.5961","61.7734","0.3518","0.0241","0.0121","0.0088","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"55","D.J. Chark Jr.","JAX","wr","7","IND","13.4","6300","0","0","0","0","0","0","0.1129","0.8053","0.0049","7.3183","4.5011","63.1526","0.3393","0.0507","0.0254","0.0067","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"56","Mark Ingram II","BLT","rb","8","CLV","11.1","5500","0","0","0","0","0","0","11.5006","50.6601","0.4621","1.7794","1.4288","11.4723","0.0656","0.1365","0.0683","0.0301","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"57","A.J. Green","CIN","wr","9","LAC","13.2","5700","0","0","0","0","0","0","0","0","0","6.8928","4.1249","61.5424","0.4168","0.0642","0.0321","0.0132","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"58","Tarik Cohen","CHI","rb","11","@DET","10.9","4900","0","0","0","0","0","0","3.2748","12.5423","0.0811","5.3277","4.1627","35.916","0.2097","0.1119","0.056","0.0031","18.1058","0.0126","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"59","T.Y. Hilton","IND","wr","7","@JAX","13","5800","0","0","0","0","0","0","0","0","0","7.1493","4.4332","60.8547","0.3466","0.0283","0.0141","0.0044","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60","Keenan Allen","LAC","wr","10","@CIN","13","6400","0","0","0","0","0","0","0.2759","1.608","0.0113","6.9381","4.7411","56.5816","0.3352","0.0357","0.0178","0.0158","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"61","David Johnson","HST","rb","8","@KC","10.7","0","0","0","0","0","0","0","12.6428","45.2098","0.328","2.3972","1.7958","17.1566","0.0918","0.1229","0.0614","0.0182","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"62","Tyler Lockett","SEA","wr","6","@ATL","12.8","6500","0","0","0","0","0","0","0.2582","1.6003","0.01","5.6857","4.018","59.2904","0.347","0.1071","0.0535","0.0161","57.2384","0.0335","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"63","Will Fuller V","HST","wr","8","@KC","12.8","0","0","0","0","0","0","0","0","0","0","7.0318","4.4048","60.8643","0.3177","0.0474","0.0237","0.0067","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"64","Ronald Jones","TB","rb","13","@NO","10.6","5200","0","0","0","0","0","0","9.814","38.9947","0.3039","3.0523","2.4484","19.405","0.0692","0.1238","0.0619","0.007","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"65","DeVante Parker","MIA","wr","11","@NE","12.6","6000","0","0","0","0","0","0","0","0","0","6.8913","4.1045","60.5989","0.3482","0.0311","0.0155","0.0105","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"66","Diontae Johnson","PIT","wr","8","@NYG","12.6","0","0","0","0","0","0","0","0.2425","1.8075","0.0081","6.8192","4.4809","54.4718","0.3536","0.1092","0.0546","0.0075","19.4071","0.0154","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"67","Jarvis Landry","CLV","wr","9","@BLT","12.5","5900","0","0","0","0","0","0","0","0","0","7.3968","4.58","58.463","0.2953","0.053","0.0265","0.0085","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"68","Cam Newton","NE","qb","6","MIA","20.4","6100","21.9803","33.7454","244.0986","1.5846","0.6798","2.0396","5.7783","26.7358","0.2687","0","0","0","0","0.5531","0.2765","0.0486","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"69","Deshaun Watson","HST","qb","8","@KC","20.4","0","20.8704","32.7547","249.6556","1.4642","0.7705","3.2968","5.6459","30.8997","0.2466","0","0","0","0","0.6584","0.3292","0.0514","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70","Tyler Boyd","CIN","wr","9","LAC","12.4","6100","0","0","0","0","0","0","0.1995","1.2629","0.0091","7.0495","4.461","57.5129","0.28","0.0543","0.0272","0.0095","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"71","Matt Ryan","ATL","qb","10","SEA","20.3","6700","24.6344","37.3614","296.9407","1.6515","0.6408","2.3417","2.1712","7.9106","0.0772","0","0","0","0","0.6521","0.3261","0.0406","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"72","Dak Prescott","DAL","qb","10","@LA","20.3","0","21.3657","34.3085","260.5837","1.4865","0.6612","2.461","4.1078","19.2063","0.2972","0","0","0","0","0.6112","0.3056","0.0674","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"73","Marlon Mack","IND","rb","7","@JAX","10.2","5300","0","0","0","0","0","0","11.5965","47.1521","0.4438","1.7873","1.4241","9.4925","0.0341","0.0454","0.0227","0.0327","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"74","Kareem Hunt","CLV","rb","9","@BLT","10","5100","0","0","0","0","0","0","5.8735","25.5365","0.1777","3.8592","3.0611","25.6835","0.1191","0.0602","0.0301","0.0054","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"75","Drew Brees","NO","qb","6","TB","20","6800","26.0625","36.6092","291.2665","1.7812","0.6861","1.225","1.3844","0.0036","0.101","0","0","0","0","0.3168","0.1584","0.0395","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"76","DeSean Jackson","PHI","wr","9","@WAS","12","4900","0","0","0","0","0","0","0","0","0","5.9631","3.5795","59.9815","0.3428","0.0321","0.0161","0.0066","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"77","D.K. Metcalf","SEA","wr","6","@ATL","12","5800","0","0","0","0","0","0","0.1291","0.899","0.0049","5.9699","3.6479","56.5032","0.3829","0.0682","0.0341","0.019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"78","Evan Engram","NYG","te","11","PIT","10.3","0","0","0","0","0","0","0","0","0","0","5.6037","4.0177","41.6821","0.3338","0.0314","0.0157","0.0116","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"79","Cam Akers","LA","rb","9","DAL","9.7","0","0","0","0","0","0","0","10.6066","46.9795","0.3331","1.7032","1.3999","11.3089","0.0533","0.1058","0.0529","0.0092","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80","Sony Michel","NE","rb","6","MIA","9.6","4600","0","0","0","0","0","0","12.0685","49.4622","0.3925","1.3121","1.0705","8.1926","0.0295","0.0747","0.0373","0.0005","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
